"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"help-centre","entries.connect-code.summary","Your own QR code and link. Show it to a player in front of you, they scan it, and you are connected straight away — no request to accept.","Din egen QR-kode og lenke. Vis den til en spiller foran deg, de skanner den, og dere er koblet sammen med det samme — ingen forespørsel å godta.","","",""
"help-centre","entries.connect-code.body[0]","Your connect code is the quick way to connect with somebody who is standing in front of you.","Tilkoblingskoden din er den raske måten å koble deg til noen som står foran deg.","","",""
"help-centre","entries.connect-code.body[1]","Open your profile, find the Open to play card and choose My connect code. It is in the same place on the iPhone app and in the web app. From there you can show your own QR code for someone to scan, scan theirs, or share your link by message or in a group.","Åpne profilen din, finn kortet Åpen for spill og velg Min tilkoblingskode. Den ligger på samme sted i iPhone-appen og nettappen. Derfra kan du vise fram din egen QR-kode for at noen skal skanne den, skanne deres, eller dele lenken din via melding eller i en gruppe.","","",""
"help-centre","entries.connect-code.body[2]","A scanned code, or an opened link, connects you both immediately. There is no request to send and nothing to accept — showing your code is the yes.","En skannet kode, eller en åpnet lenke, kobler dere begge sammen med det samme. Det er ingen forespørsel å sende og ingenting å godta — å vise fram koden din er selve jaet.","","",""
"help-centre","entries.connect-code.body[3]","If your code ever ends up somewhere you did not intend, a screenshot in a group chat for instance, you can reset it. Your current QR and link stop working right away, and anyone already connected with you stays connected.","Havner koden din et sted du ikke mente, for eksempel som skjermbilde i en gruppechat, kan du nullstille den. Den nåværende QR-koden og lenken slutter å fungere med det samme, og alle som allerede er koblet til deg, forblir tilkoblet.","","",""
"help-centre","entries.connect-code.keywords[0]","connect code","tilkoblingskode","","",""
"help-centre","entries.connect-code.keywords[1]","qr","qr","","",""
"help-centre","entries.connect-code.keywords[2]","scan","skanne","","",""
"help-centre","entries.connect-code.keywords[3]","link","lenke","","",""
"help-centre","entries.connect-code.keywords[4]","in person","personlig","","",""
"help-centre","entries.connect-code.keywords[5]","reset","nullstille","","",""
"help-centre","entries.connect-code.links[0].label","Why do I have to connect first?","","","",""
"help-centre","entries.removing-a-connection.question","How do I remove a connection?","Hvordan fjerner jeg en tilkobling?","","",""
"help-centre","entries.removing-a-connection.summary","Open the Connections tab, find the player and choose Remove. Matches you already played against each other stay in both records.","Åpne fanen Tilkoblinger, finn spilleren og velg Fjern. Kamper dere allerede har spilt mot hverandre, blir stående i begge historikkene.","","",""
"help-centre","entries.removing-a-connection.body[0]","A connection is not permanent. If you would rather not be connected to someone any more, you can undo it.","En tilkobling er ikke permanent. Vil du heller ikke lenger være tilkoblet noen, kan du gjøre det om.","","",""
"help-centre","entries.removing-a-connection.body[1]","Open the Connections tab, find the player and choose Remove.","Åpne fanen Tilkoblinger, finn spilleren og velg Fjern.","","",""
"help-centre","entries.removing-a-connection.body[2]","After that you will lose each other's contact details, and any address shared for a game.","Etterpå mister dere hverandres kontaktinfo, samt eventuell adresse som er delt for et parti.","","",""
"help-centre","entries.removing-a-connection.body[3]","Matches you already played against each other stay in both records. They happened, and neither of you loses your own history.","Kamper dere allerede har spilt mot hverandre, blir stående i begge historikkene. De skjedde, og ingen av dere mister sin egen historikk.","","",""
"help-centre","entries.removing-a-connection.body[4]","You can connect again later if you both want to. Removing is not a door that locks behind you.","Dere kan koble dere til igjen senere hvis dere begge ønsker det. Å fjerne er ikke en dør som låser seg bak deg.","","",""
"help-centre","entries.removing-a-connection.keywords[0]","remove","fjerne","","",""
"help-centre","entries.removing-a-connection.keywords[1]","disconnect","koble fra","","",""
"help-centre","entries.removing-a-connection.keywords[2]","undo","gjøre om","","",""
"help-centre","entries.removing-a-connection.keywords[3]","connection","tilkobling","","",""
"help-centre","entries.removing-a-connection.keywords[4]","revoke","tilbakekalle","","",""
"help-centre","entries.removing-a-connection.links[0].label","Why do I have to connect first?","","","",""
"help-centre","entries.logging-a-match.question","How do I record a game I played in person?","Hvordan registrerer jeg et parti jeg spilte personlig?","","",""
"help-centre","entries.logging-a-match.summary","Once a game you arranged in 8nOut has been accepted, the Challenges tab lets you log the result by hand.","Når et parti du har avtalt i 8nOut er godtatt, kan du registrere resultatet manuelt i fanen Utfordringer.","","",""
"help-centre","entries.logging-a-match.body[0]","Not every game happens on CueScore. If you arranged one through 8nOut, you can record the result yourself.","Ikke alle partier skjer på CueScore. Har du avtalt et gjennom 8nOut, kan du registrere resultatet selv.","","",""
"help-centre","entries.logging-a-match.body[1]","Invite the player from their profile or from your Connections. Once they have accepted, the game shows in your Challenges tab with a Log result button.","Inviter spilleren fra profilen deres eller fra Tilkoblinger. Når de har godtatt, dukker partiet opp i fanen Utfordringer med en knapp Registrer resultat.","","",""
"help-centre","entries.logging-a-match.body[2]","Choose who won and, if you want, the score. That is the whole thing.","Velg hvem som vant, og hvis du vil, resultatet. Det er hele saken.","","",""
"help-centre","entries.logging-a-match.body[3]","The result then counts in your record, and in the head-to-head between the two of you.","Resultatet telles deretter i historikken din, og i innbyrdes oppgjør mellom dere to.","","",""
"help-centre","entries.logging-a-match.body[4]","This route is for games arranged inside 8nOut. For a match you played on CueScore, you import it instead — that is a different answer.","Denne veien er for partier avtalt inne i 8nOut. For en kamp du spilte på CueScore, importerer du den i stedet — det er et annet svar.","","",""
"help-centre","entries.logging-a-match.keywords[0]","log","registrere","","",""
"help-centre","entries.logging-a-match.keywords[1]","record","resultat","","",""
"help-centre","entries.logging-a-match.keywords[2]","result","utfordring","","",""
"help-centre","entries.logging-a-match.keywords[3]","challenge","personlig","","",""
"help-centre","entries.logging-a-match.keywords[4]","in person","poengstilling","","",""
"help-centre","entries.logging-a-match.keywords[5]","score","manuelt","","",""
"help-centre","entries.logging-a-match.keywords[6]","manual","","","",""
"help-centre","entries.logging-a-match.links[0].label","Importing a CueScore match","","","",""
"help-centre","entries.importing-a-match.question","How do I add a match I played on CueScore?","Hvordan legger jeg til en kamp jeg spilte på CueScore?","","",""
"help-centre","entries.importing-a-match.summary","Paste the link of a finished match you played. 8nOut reads the final score and puts it in your record.","Lim inn lenken til en ferdigspilt kamp du spilte. 8nOut leser sluttresultatet og legger det inn i historikken din.","","",""
"help-centre","entries.importing-a-match.body[0]","Matches are created, played and scored on CueScore. 8nOut does not create anything there — it reads a match you have already finished and keeps the result in your record.","Kamper opprettes, spilles og føres på CueScore. 8nOut oppretter ingenting der — det leser en kamp du allerede har fullført, og lagrer resultatet i historikken din.","","",""
